DateRange,INVertor Power (MW),SoC
07.09.2024 05:15 - 07.09.2024 05:30,0.00,0.00
07.09.2024 05:30 - 07.09.2024 05:45,0.00,0.00
07.09.2024 05:45 - 07.09.2024 06:00,0.00,0.00
07.09.2024 06:00 - 07.09.2024 06:15,0.00,0.00
07.09.2024 06:15 - 07.09.2024 06:30,0.00,0.00
07.09.2024 06:30 - 07.09.2024 06:45,0.00,0.00
07.09.2024 06:45 - 07.09.2024 07:00,0.00,0.00
07.09.2024 07:00 - 07.09.2024 07:15,0.00,0.00
07.09.2024 07:15 - 07.09.2024 07:30,0.00,0.00
07.09.2024 07:30 - 07.09.2024 07:45,0.00,0.00
07.09.2024 07:45 - 07.09.2024 08:00,0.00,0.00
07.09.2024 08:00 - 07.09.2024 08:15,0.00,0.00
07.09.2024 08:15 - 07.09.2024 08:30,0.00,0.00
07.09.2024 08:30 - 07.09.2024 08:45,0.00,0.00
07.09.2024 08:45 - 07.09.2024 09:00,0.00,0.00
07.09.2024 09:00 - 07.09.2024 09:15,0.00,0.00
07.09.2024 09:15 - 07.09.2024 09:30,0.00,0.00
07.09.2024 09:30 - 07.09.2024 09:45,0.00,0.00
07.09.2024 09:45 - 07.09.2024 10:00,0.00,0.00
07.09.2024 10:00 - 07.09.2024 10:15,5.26,1.25
07.09.2024 10:15 - 07.09.2024 10:30,5.26,2.50
07.09.2024 10:30 - 07.09.2024 10:45,5.26,3.75
07.09.2024 10:45 - 07.09.2024 11:00,5.26,5.00
07.09.2024 11:00 - 07.09.2024 11:15,25.00,10.94
07.09.2024 11:15 - 07.09.2024 11:30,25.00,16.87
07.09.2024 11:30 - 07.09.2024 11:45,25.00,22.81
07.09.2024 11:45 - 07.09.2024 12:00,25.00,28.75
07.09.2024 12:00 - 07.09.2024 12:15,25.00,34.69
07.09.2024 12:15 - 07.09.2024 12:30,25.00,40.62
07.09.2024 12:30 - 07.09.2024 12:45,25.00,46.56
07.09.2024 12:45 - 07.09.2024 13:00,25.00,52.50
07.09.2024 13:00 - 07.09.2024 13:15,25.00,58.44
07.09.2024 13:15 - 07.09.2024 13:30,25.00,64.37
07.09.2024 13:30 - 07.09.2024 13:45,25.00,70.31
07.09.2024 13:45 - 07.09.2024 14:00,25.00,76.25
07.09.2024 14:00 - 07.09.2024 14:15,25.00,82.19
07.09.2024 14:15 - 07.09.2024 14:30,25.00,88.12
07.09.2024 14:30 - 07.09.2024 14:45,25.00,94.06
07.09.2024 14:45 - 07.09.2024 15:00,25.00,100.00
07.09.2024 15:00 - 07.09.2024 15:15,0.00,100.00
07.09.2024 15:15 - 07.09.2024 15:30,0.00,100.00
07.09.2024 15:30 - 07.09.2024 15:45,0.00,100.00
07.09.2024 15:45 - 07.09.2024 16:00,0.00,100.00
07.09.2024 16:00 - 07.09.2024 16:15,-23.75,93.75
07.09.2024 16:15 - 07.09.2024 16:30,-23.75,87.50
07.09.2024 16:30 - 07.09.2024 16:45,-23.75,81.25
07.09.2024 16:45 - 07.09.2024 17:00,-23.75,75.00
07.09.2024 17:00 - 07.09.2024 17:15,-23.75,68.75
07.09.2024 17:15 - 07.09.2024 17:30,-23.75,62.50
07.09.2024 17:30 - 07.09.2024 17:45,-23.75,56.25
07.09.2024 17:45 - 07.09.2024 18:00,-23.75,50.00
07.09.2024 18:00 - 07.09.2024 18:15,-23.75,43.75
07.09.2024 18:15 - 07.09.2024 18:30,-23.75,37.50
07.09.2024 18:30 - 07.09.2024 18:45,-23.75,31.25
07.09.2024 18:45 - 07.09.2024 19:00,-23.75,25.00
07.09.2024 19:00 - 07.09.2024 19:15,-23.75,18.75
07.09.2024 19:15 - 07.09.2024 19:30,-23.75,12.50
07.09.2024 19:30 - 07.09.2024 19:45,-23.75,6.25
07.09.2024 19:45 - 07.09.2024 20:00,-23.75,0.00
07.09.2024 20:00 - 07.09.2024 20:15,0.00,0.00
07.09.2024 20:15 - 07.09.2024 20:30,0.00,0.00
07.09.2024 20:30 - 07.09.2024 20:45,0.00,0.00
07.09.2024 20:45 - 07.09.2024 21:00,0.00,0.00
07.09.2024 21:00 - 07.09.2024 21:15,0.00,0.00
07.09.2024 21:15 - 07.09.2024 21:30,0.00,0.00
07.09.2024 21:30 - 07.09.2024 21:45,0.00,0.00
07.09.2024 21:45 - 07.09.2024 22:00,0.00,0.00
07.09.2024 22:00 - 07.09.2024 22:15,0.00,0.00
07.09.2024 22:15 - 07.09.2024 22:30,0.00,0.00
07.09.2024 22:30 - 07.09.2024 22:45,0.00,0.00
07.09.2024 22:45 - 07.09.2024 23:00,0.00,0.00
07.09.2024 23:00 - 07.09.2024 23:15,0.00,0.00
07.09.2024 23:15 - 07.09.2024 23:30,0.00,0.00
07.09.2024 23:30 - 07.09.2024 23:45,0.00,0.00
07.09.2024 23:45 - 08.09.2024 00:00,0.00,0.00
08.09.2024 00:00 - 08.09.2024 00:15,0.00,0.00
08.09.2024 00:15 - 08.09.2024 00:30,0.00,0.00
08.09.2024 00:30 - 08.09.2024 00:45,0.00,0.00
08.09.2024 00:45 - 08.09.2024 01:00,0.00,0.00
08.09.2024 01:00 - 08.09.2024 01:15,0.00,0.00
08.09.2024 01:15 - 08.09.2024 01:30,0.00,0.00
08.09.2024 01:30 - 08.09.2024 01:45,0.00,0.00
08.09.2024 01:45 - 08.09.2024 02:00,0.00,0.00
08.09.2024 02:00 - 08.09.2024 02:15,0.00,0.00
08.09.2024 02:15 - 08.09.2024 02:30,0.00,0.00
08.09.2024 02:30 - 08.09.2024 02:45,0.00,0.00
08.09.2024 02:45 - 08.09.2024 03:00,0.00,0.00
08.09.2024 03:00 - 08.09.2024 03:15,0.00,0.00
08.09.2024 03:15 - 08.09.2024 03:30,0.00,0.00
08.09.2024 03:30 - 08.09.2024 03:45,0.00,0.00
08.09.2024 03:45 - 08.09.2024 04:00,0.00,0.00
08.09.2024 04:00 - 08.09.2024 04:15,0.00,0.00
08.09.2024 04:15 - 08.09.2024 04:30,0.00,0.00
08.09.2024 04:30 - 08.09.2024 04:45,0.00,0.00
08.09.2024 04:45 - 08.09.2024 05:00,0.00,0.00
08.09.2024 05:00 - 08.09.2024 05:15,0.00,0.00
08.09.2024 05:15 - 08.09.2024 05:30,0.00,0.00
08.09.2024 05:30 - 08.09.2024 05:45,0.00,0.00
08.09.2024 05:45 - 08.09.2024 06:00,0.00,0.00
08.09.2024 06:00 - 08.09.2024 06:15,0.00,0.00
08.09.2024 06:15 - 08.09.2024 06:30,0.00,0.00
08.09.2024 06:30 - 08.09.2024 06:45,0.00,0.00
08.09.2024 06:45 - 08.09.2024 07:00,0.00,0.00
08.09.2024 07:00 - 08.09.2024 07:15,0.00,0.00
08.09.2024 07:15 - 08.09.2024 07:30,0.00,0.00
08.09.2024 07:30 - 08.09.2024 07:45,0.00,0.00
08.09.2024 07:45 - 08.09.2024 08:00,0.00,0.00
08.09.2024 08:00 - 08.09.2024 08:15,0.00,0.00
08.09.2024 08:15 - 08.09.2024 08:30,0.00,0.00
08.09.2024 08:30 - 08.09.2024 08:45,0.00,0.00
08.09.2024 08:45 - 08.09.2024 09:00,0.00,0.00
08.09.2024 09:00 - 08.09.2024 09:15,0.00,0.00
08.09.2024 09:15 - 08.09.2024 09:30,0.00,0.00
08.09.2024 09:30 - 08.09.2024 09:45,0.00,0.00
08.09.2024 09:45 - 08.09.2024 10:00,0.00,0.00
08.09.2024 10:00 - 08.09.2024 10:15,25.00,5.94
08.09.2024 10:15 - 08.09.2024 10:30,25.00,11.87
08.09.2024 10:30 - 08.09.2024 10:45,25.00,17.81
08.09.2024 10:45 - 08.09.2024 11:00,25.00,23.75
08.09.2024 11:00 - 08.09.2024 11:15,25.00,29.69
08.09.2024 11:15 - 08.09.2024 11:30,25.00,35.62
08.09.2024 11:30 - 08.09.2024 11:45,25.00,41.56
08.09.2024 11:45 - 08.09.2024 12:00,25.00,47.50
08.09.2024 12:00 - 08.09.2024 12:15,25.00,53.44
08.09.2024 12:15 - 08.09.2024 12:30,25.00,59.37
08.09.2024 12:30 - 08.09.2024 12:45,25.00,65.31
08.09.2024 12:45 - 08.09.2024 13:00,25.00,71.25
08.09.2024 13:00 - 08.09.2024 13:15,25.00,77.19
08.09.2024 13:15 - 08.09.2024 13:30,25.00,83.12
08.09.2024 13:30 - 08.09.2024 13:45,25.00,89.06
08.09.2024 13:45 - 08.09.2024 14:00,25.00,95.00
08.09.2024 14:00 - 08.09.2024 14:15,5.26,96.25
08.09.2024 14:15 - 08.09.2024 14:30,5.26,97.50
08.09.2024 14:30 - 08.09.2024 14:45,5.26,98.75
08.09.2024 14:45 - 08.09.2024 15:00,5.26,100.00
08.09.2024 15:00 - 08.09.2024 15:15,0.00,100.00
08.09.2024 15:15 - 08.09.2024 15:30,0.00,100.00
08.09.2024 15:30 - 08.09.2024 15:45,0.00,100.00
08.09.2024 15:45 - 08.09.2024 16:00,0.00,100.00
08.09.2024 16:00 - 08.09.2024 16:15,0.00,100.00
08.09.2024 16:15 - 08.09.2024 16:30,0.00,100.00
08.09.2024 16:30 - 08.09.2024 16:45,0.00,100.00
08.09.2024 16:45 - 08.09.2024 17:00,0.00,100.00
08.09.2024 17:00 - 08.09.2024 17:15,-23.75,93.75
08.09.2024 17:15 - 08.09.2024 17:30,-23.75,87.50
08.09.2024 17:30 - 08.09.2024 17:45,-23.75,81.25
08.09.2024 17:45 - 08.09.2024 18:00,-23.75,75.00
08.09.2024 18:00 - 08.09.2024 18:15,-23.75,68.75
08.09.2024 18:15 - 08.09.2024 18:30,-23.75,62.50
08.09.2024 18:30 - 08.09.2024 18:45,-23.75,56.25
08.09.2024 18:45 - 08.09.2024 19:00,-23.75,50.00
08.09.2024 19:00 - 08.09.2024 19:15,-23.75,43.75
08.09.2024 19:15 - 08.09.2024 19:30,-23.75,37.50
08.09.2024 19:30 - 08.09.2024 19:45,-23.75,31.25
08.09.2024 19:45 - 08.09.2024 20:00,-23.75,25.00
08.09.2024 20:00 - 08.09.2024 20:15,-23.75,18.75
08.09.2024 20:15 - 08.09.2024 20:30,-23.75,12.50
08.09.2024 20:30 - 08.09.2024 20:45,-23.75,6.25
08.09.2024 20:45 - 08.09.2024 21:00,-23.75,0.00
08.09.2024 21:00 - 08.09.2024 21:15,0.00,0.00
08.09.2024 21:15 - 08.09.2024 21:30,0.00,0.00
08.09.2024 21:30 - 08.09.2024 21:45,0.00,0.00
08.09.2024 21:45 - 08.09.2024 22:00,0.00,0.00
08.09.2024 22:00 - 08.09.2024 22:15,0.00,0.00
08.09.2024 22:15 - 08.09.2024 22:30,0.00,0.00
08.09.2024 22:30 - 08.09.2024 22:45,0.00,0.00
08.09.2024 22:45 - 08.09.2024 23:00,0.00,0.00
08.09.2024 23:00 - 08.09.2024 23:15,0.00,0.00
08.09.2024 23:15 - 08.09.2024 23:30,0.00,0.00
08.09.2024 23:30 - 08.09.2024 23:45,0.00,0.00
08.09.2024 23:45 - 09.09.2024 00:00,0.00,0.00
09.09.2024 00:00 - 09.09.2024 00:15,5.26,1.25
09.09.2024 00:15 - 09.09.2024 00:30,5.26,2.50
09.09.2024 00:30 - 09.09.2024 00:45,5.26,3.75
09.09.2024 00:45 - 09.09.2024 01:00,5.26,5.00
09.09.2024 01:00 - 09.09.2024 01:15,25.00,10.94
09.09.2024 01:15 - 09.09.2024 01:30,25.00,16.87
09.09.2024 01:30 - 09.09.2024 01:45,25.00,22.81
09.09.2024 01:45 - 09.09.2024 02:00,25.00,28.75
09.09.2024 02:00 - 09.09.2024 02:15,25.00,34.69
09.09.2024 02:15 - 09.09.2024 02:30,25.00,40.62
09.09.2024 02:30 - 09.09.2024 02:45,25.00,46.56
09.09.2024 02:45 - 09.09.2024 03:00,25.00,52.50
09.09.2024 03:00 - 09.09.2024 03:15,25.00,58.44
09.09.2024 03:15 - 09.09.2024 03:30,25.00,64.37
09.09.2024 03:30 - 09.09.2024 03:45,25.00,70.31
09.09.2024 03:45 - 09.09.2024 04:00,25.00,76.25
09.09.2024 04:00 - 09.09.2024 04:15,25.00,82.19
09.09.2024 04:15 - 09.09.2024 04:30,25.00,88.12
09.09.2024 04:30 - 09.09.2024 04:45,25.00,94.06
09.09.2024 04:45 - 09.09.2024 05:00,25.00,100.00
09.09.2024 05:00 - 09.09.2024 05:15,0.00,100.00
09.09.2024 05:15 - 09.09.2024 05:30,0.00,100.00
09.09.2024 05:30 - 09.09.2024 05:45,0.00,100.00
09.09.2024 05:45 - 09.09.2024 06:00,0.00,100.00
09.09.2024 06:00 - 09.09.2024 06:15,-23.75,93.75
09.09.2024 06:15 - 09.09.2024 06:30,-23.75,87.50
09.09.2024 06:30 - 09.09.2024 06:45,-23.75,81.25
09.09.2024 06:45 - 09.09.2024 07:00,-23.75,75.00
09.09.2024 07:00 - 09.09.2024 07:15,-23.75,68.75
09.09.2024 07:15 - 09.09.2024 07:30,-23.75,62.50
09.09.2024 07:30 - 09.09.2024 07:45,-23.75,56.25
09.09.2024 07:45 - 09.09.2024 08:00,-23.75,50.00
09.09.2024 08:00 - 09.09.2024 08:15,-23.75,43.75
09.09.2024 08:15 - 09.09.2024 08:30,-23.75,37.50
09.09.2024 08:30 - 09.09.2024 08:45,-23.75,31.25
09.09.2024 08:45 - 09.09.2024 09:00,-23.75,25.00
09.09.2024 09:00 - 09.09.2024 09:15,0.00,25.00
09.09.2024 09:15 - 09.09.2024 09:30,0.00,25.00
09.09.2024 09:30 - 09.09.2024 09:45,0.00,25.00
09.09.2024 09:45 - 09.09.2024 10:00,0.00,25.00
09.09.2024 10:00 - 09.09.2024 10:15,0.00,25.00
09.09.2024 10:15 - 09.09.2024 10:30,0.00,25.00
09.09.2024 10:30 - 09.09.2024 10:45,0.00,25.00
09.09.2024 10:45 - 09.09.2024 11:00,0.00,25.00
09.09.2024 11:00 - 09.09.2024 11:15,3.95,25.94
09.09.2024 11:15 - 09.09.2024 11:30,3.95,26.87
09.09.2024 11:30 - 09.09.2024 11:45,3.95,27.81
09.09.2024 11:45 - 09.09.2024 12:00,3.95,28.75
09.09.2024 12:00 - 09.09.2024 12:15,25.00,34.69
09.09.2024 12:15 - 09.09.2024 12:30,25.00,40.62
09.09.2024 12:30 - 09.09.2024 12:45,25.00,46.56
09.09.2024 12:45 - 09.09.2024 13:00,25.00,52.50
09.09.2024 13:00 - 09.09.2024 13:15,25.00,58.44
09.09.2024 13:15 - 09.09.2024 13:30,25.00,64.37
09.09.2024 13:30 - 09.09.2024 13:45,25.00,70.31
09.09.2024 13:45 - 09.09.2024 14:00,25.00,76.25
09.09.2024 14:00 - 09.09.2024 14:15,25.00,82.19
09.09.2024 14:15 - 09.09.2024 14:30,25.00,88.12
09.09.2024 14:30 - 09.09.2024 14:45,25.00,94.06
09.09.2024 14:45 - 09.09.2024 15:00,25.00,100.00
09.09.2024 15:00 - 09.09.2024 15:15,0.00,100.00
09.09.2024 15:15 - 09.09.2024 15:30,0.00,100.00
09.09.2024 15:30 - 09.09.2024 15:45,0.00,100.00
09.09.2024 15:45 - 09.09.2024 16:00,0.00,100.00
09.09.2024 16:00 - 09.09.2024 16:15,-23.75,93.75
09.09.2024 16:15 - 09.09.2024 16:30,-23.75,87.50
09.09.2024 16:30 - 09.09.2024 16:45,-23.75,81.25
09.09.2024 16:45 - 09.09.2024 17:00,-23.75,75.00
09.09.2024 17:00 - 09.09.2024 17:15,-23.75,68.75
09.09.2024 17:15 - 09.09.2024 17:30,-23.75,62.50
09.09.2024 17:30 - 09.09.2024 17:45,-23.75,56.25
09.09.2024 17:45 - 09.09.2024 18:00,-23.75,50.00
09.09.2024 18:00 - 09.09.2024 18:15,-23.75,43.75
09.09.2024 18:15 - 09.09.2024 18:30,-23.75,37.50
09.09.2024 18:30 - 09.09.2024 18:45,-23.75,31.25
09.09.2024 18:45 - 09.09.2024 19:00,-23.75,25.00
09.09.2024 19:00 - 09.09.2024 19:15,-23.75,18.75
09.09.2024 19:15 - 09.09.2024 19:30,-23.75,12.50
09.09.2024 19:30 - 09.09.2024 19:45,-23.75,6.25
09.09.2024 19:45 - 09.09.2024 20:00,-23.75,0.00
09.09.2024 20:00 - 09.09.2024 20:15,0.00,0.00
09.09.2024 20:15 - 09.09.2024 20:30,0.00,0.00
09.09.2024 20:30 - 09.09.2024 20:45,0.00,0.00
09.09.2024 20:45 - 09.09.2024 21:00,0.00,0.00
09.09.2024 21:00 - 09.09.2024 21:15,0.00,0.00
09.09.2024 21:15 - 09.09.2024 21:30,0.00,0.00
09.09.2024 21:30 - 09.09.2024 21:45,0.00,0.00
09.09.2024 21:45 - 09.09.2024 22:00,0.00,0.00
09.09.2024 22:00 - 09.09.2024 22:15,25.00,5.94
09.09.2024 22:15 - 09.09.2024 22:30,25.00,11.87
09.09.2024 22:30 - 09.09.2024 22:45,25.00,17.81
09.09.2024 22:45 - 09.09.2024 23:00,25.00,23.75
09.09.2024 23:00 - 09.09.2024 23:15,-22.56,17.81
09.09.2024 23:15 - 09.09.2024 23:30,-22.56,11.87
09.09.2024 23:30 - 09.09.2024 23:45,-22.56,5.94
09.09.2024 23:45 - 10.09.2024 00:00,-22.56,0.00
10.09.2024 00:00 - 10.09.2024 00:15,25.00,5.94
10.09.2024 00:15 - 10.09.2024 00:30,25.00,11.87
10.09.2024 00:30 - 10.09.2024 00:45,25.00,17.81
10.09.2024 00:45 - 10.09.2024 01:00,25.00,23.75
10.09.2024 01:00 - 10.09.2024 01:15,25.00,29.69
10.09.2024 01:15 - 10.09.2024 01:30,25.00,35.62
10.09.2024 01:30 - 10.09.2024 01:45,25.00,41.56
10.09.2024 01:45 - 10.09.2024 02:00,25.00,47.50
10.09.2024 02:00 - 10.09.2024 02:15,25.00,53.44
10.09.2024 02:15 - 10.09.2024 02:30,25.00,59.37
10.09.2024 02:30 - 10.09.2024 02:45,25.00,65.31
10.09.2024 02:45 - 10.09.2024 03:00,25.00,71.25
10.09.2024 03:00 - 10.09.2024 03:15,25.00,77.19
10.09.2024 03:15 - 10.09.2024 03:30,25.00,83.12
10.09.2024 03:30 - 10.09.2024 03:45,25.00,89.06
10.09.2024 03:45 - 10.09.2024 04:00,25.00,95.00
10.09.2024 04:00 - 10.09.2024 04:15,5.26,96.25
10.09.2024 04:15 - 10.09.2024 04:30,5.26,97.50
10.09.2024 04:30 - 10.09.2024 04:45,5.26,98.75
10.09.2024 04:45 - 10.09.2024 05:00,5.26,100.00
10.09.2024 05:00 - 10.09.2024 05:15,-23.75,93.75
10.09.2024 05:15 - 10.09.2024 05:30,-23.75,87.50
10.09.2024 05:30 - 10.09.2024 05:45,-23.75,81.25
10.09.2024 05:45 - 10.09.2024 06:00,-23.75,75.00
10.09.2024 06:00 - 10.09.2024 06:15,-23.75,68.75
10.09.2024 06:15 - 10.09.2024 06:30,-23.75,62.50
10.09.2024 06:30 - 10.09.2024 06:45,-23.75,56.25
10.09.2024 06:45 - 10.09.2024 07:00,-23.75,50.00
10.09.2024 07:00 - 10.09.2024 07:15,-23.75,43.75
10.09.2024 07:15 - 10.09.2024 07:30,-23.75,37.50
10.09.2024 07:30 - 10.09.2024 07:45,-23.75,31.25
10.09.2024 07:45 - 10.09.2024 08:00,-23.75,25.00
10.09.2024 08:00 - 10.09.2024 08:15,-23.75,18.75
10.09.2024 08:15 - 10.09.2024 08:30,-23.75,12.50
10.09.2024 08:30 - 10.09.2024 08:45,-23.75,6.25
10.09.2024 08:45 - 10.09.2024 09:00,-23.75,0.00
10.09.2024 09:00 - 10.09.2024 09:15,25.00,5.94
10.09.2024 09:15 - 10.09.2024 09:30,25.00,11.87
10.09.2024 09:30 - 10.09.2024 09:45,25.00,17.81
10.09.2024 09:45 - 10.09.2024 10:00,25.00,23.75
10.09.2024 10:00 - 10.09.2024 10:15,25.00,29.69
10.09.2024 10:15 - 10.09.2024 10:30,25.00,35.62
10.09.2024 10:30 - 10.09.2024 10:45,25.00,41.56
10.09.2024 10:45 - 10.09.2024 11:00,25.00,47.50
10.09.2024 11:00 - 10.09.2024 11:15,25.00,53.44
10.09.2024 11:15 - 10.09.2024 11:30,25.00,59.37
10.09.2024 11:30 - 10.09.2024 11:45,25.00,65.31
10.09.2024 11:45 - 10.09.2024 12:00,25.00,71.25
10.09.2024 12:00 - 10.09.2024 12:15,25.00,77.19
10.09.2024 12:15 - 10.09.2024 12:30,25.00,83.12
10.09.2024 12:30 - 10.09.2024 12:45,25.00,89.06
10.09.2024 12:45 - 10.09.2024 13:00,25.00,95.00
10.09.2024 13:00 - 10.09.2024 13:15,5.26,96.25
10.09.2024 13:15 - 10.09.2024 13:30,5.26,97.50
10.09.2024 13:30 - 10.09.2024 13:45,5.26,98.75
10.09.2024 13:45 - 10.09.2024 14:00,5.26,100.00
10.09.2024 14:00 - 10.09.2024 14:15,0.00,100.00
10.09.2024 14:15 - 10.09.2024 14:30,0.00,100.00
10.09.2024 14:30 - 10.09.2024 14:45,0.00,100.00
10.09.2024 14:45 - 10.09.2024 15:00,0.00,100.00
10.09.2024 15:00 - 10.09.2024 15:15,0.00,100.00
10.09.2024 15:15 - 10.09.2024 15:30,0.00,100.00
10.09.2024 15:30 - 10.09.2024 15:45,0.00,100.00
10.09.2024 15:45 - 10.09.2024 16:00,0.00,100.00
10.09.2024 16:00 - 10.09.2024 16:15,-23.75,93.75
10.09.2024 16:15 - 10.09.2024 16:30,-23.75,87.50
10.09.2024 16:30 - 10.09.2024 16:45,-23.75,81.25
10.09.2024 16:45 - 10.09.2024 17:00,-23.75,75.00
10.09.2024 17:00 - 10.09.2024 17:15,-23.75,68.75
10.09.2024 17:15 - 10.09.2024 17:30,-23.75,62.50
10.09.2024 17:30 - 10.09.2024 17:45,-23.75,56.25
10.09.2024 17:45 - 10.09.2024 18:00,-23.75,50.00
10.09.2024 18:00 - 10.09.2024 18:15,-23.75,43.75
10.09.2024 18:15 - 10.09.2024 18:30,-23.75,37.50
10.09.2024 18:30 - 10.09.2024 18:45,-23.75,31.25
10.09.2024 18:45 - 10.09.2024 19:00,-23.75,25.00
10.09.2024 19:00 - 10.09.2024 19:15,-23.75,18.75
10.09.2024 19:15 - 10.09.2024 19:30,-23.75,12.50
10.09.2024 19:30 - 10.09.2024 19:45,-23.75,6.25
10.09.2024 19:45 - 10.09.2024 20:00,-23.75,0.00
10.09.2024 20:00 - 10.09.2024 20:15,0.00,0.00
10.09.2024 20:15 - 10.09.2024 20:30,0.00,0.00
10.09.2024 20:30 - 10.09.2024 20:45,0.00,0.00
10.09.2024 20:45 - 10.09.2024 21:00,0.00,0.00
10.09.2024 21:00 - 10.09.2024 21:15,0.00,0.00
10.09.2024 21:15 - 10.09.2024 21:30,0.00,0.00
10.09.2024 21:30 - 10.09.2024 21:45,0.00,0.00
10.09.2024 21:45 - 10.09.2024 22:00,0.00,0.00
10.09.2024 22:00 - 10.09.2024 22:15,0.00,0.00
10.09.2024 22:15 - 10.09.2024 22:30,0.00,0.00
10.09.2024 22:30 - 10.09.2024 22:45,0.00,0.00
10.09.2024 22:45 - 10.09.2024 23:00,0.00,0.00
10.09.2024 23:00 - 10.09.2024 23:15,0.00,0.00
10.09.2024 23:15 - 10.09.2024 23:30,0.00,0.00
10.09.2024 23:30 - 10.09.2024 23:45,0.00,0.00
10.09.2024 23:45 - 11.09.2024 00:00,0.00,0.00
11.09.2024 00:00 - 11.09.2024 00:15,0.00,0.00
11.09.2024 00:15 - 11.09.2024 00:30,0.00,0.00
11.09.2024 00:30 - 11.09.2024 00:45,0.00,0.00
11.09.2024 00:45 - 11.09.2024 01:00,0.00,0.00
11.09.2024 01:00 - 11.09.2024 01:15,25.00,5.94
11.09.2024 01:15 - 11.09.2024 01:30,25.00,11.87
11.09.2024 01:30 - 11.09.2024 01:45,25.00,17.81
11.09.2024 01:45 - 11.09.2024 02:00,25.00,23.75
11.09.2024 02:00 - 11.09.2024 02:15,25.00,29.69
11.09.2024 02:15 - 11.09.2024 02:30,25.00,35.62
11.09.2024 02:30 - 11.09.2024 02:45,25.00,41.56
11.09.2024 02:45 - 11.09.2024 03:00,25.00,47.50
11.09.2024 03:00 - 11.09.2024 03:15,25.00,53.44
11.09.2024 03:15 - 11.09.2024 03:30,25.00,59.37
11.09.2024 03:30 - 11.09.2024 03:45,25.00,65.31
11.09.2024 03:45 - 11.09.2024 04:00,25.00,71.25
11.09.2024 04:00 - 11.09.2024 04:15,3.95,72.19
11.09.2024 04:15 - 11.09.2024 04:30,3.95,73.12
11.09.2024 04:30 - 11.09.2024 04:45,3.95,74.06
11.09.2024 04:45 - 11.09.2024 05:00,3.95,75.00
11.09.2024 05:00 - 11.09.2024 05:15,-23.75,68.75
11.09.2024 05:15 - 11.09.2024 05:30,-23.75,62.50
11.09.2024 05:30 - 11.09.2024 05:45,-23.75,56.25
11.09.2024 05:45 - 11.09.2024 06:00,-23.75,50.00
11.09.2024 06:00 - 11.09.2024 06:15,-23.75,43.75
11.09.2024 06:15 - 11.09.2024 06:30,-23.75,37.50
11.09.2024 06:30 - 11.09.2024 06:45,-23.75,31.25
11.09.2024 06:45 - 11.09.2024 07:00,-23.75,25.00
11.09.2024 07:00 - 11.09.2024 07:15,-23.75,18.75
11.09.2024 07:15 - 11.09.2024 07:30,-23.75,12.50
11.09.2024 07:30 - 11.09.2024 07:45,-23.75,6.25
11.09.2024 07:45 - 11.09.2024 08:00,-23.75,0.00
11.09.2024 08:00 - 11.09.2024 08:15,0.00,0.00
11.09.2024 08:15 - 11.09.2024 08:30,0.00,0.00
11.09.2024 08:30 - 11.09.2024 08:45,0.00,0.00
11.09.2024 08:45 - 11.09.2024 09:00,0.00,0.00
11.09.2024 09:00 - 11.09.2024 09:15,0.00,0.00
11.09.2024 09:15 - 11.09.2024 09:30,0.00,0.00
11.09.2024 09:30 - 11.09.2024 09:45,0.00,0.00
11.09.2024 09:45 - 11.09.2024 10:00,0.00,0.00
11.09.2024 10:00 - 11.09.2024 10:15,25.00,5.94
11.09.2024 10:15 - 11.09.2024 10:30,25.00,11.87
11.09.2024 10:30 - 11.09.2024 10:45,25.00,17.81
11.09.2024 10:45 - 11.09.2024 11:00,25.00,23.75
11.09.2024 11:00 - 11.09.2024 11:15,25.00,29.69
11.09.2024 11:15 - 11.09.2024 11:30,25.00,35.62
11.09.2024 11:30 - 11.09.2024 11:45,25.00,41.56
11.09.2024 11:45 - 11.09.2024 12:00,25.00,47.50
11.09.2024 12:00 - 11.09.2024 12:15,25.00,53.44
11.09.2024 12:15 - 11.09.2024 12:30,25.00,59.37
11.09.2024 12:30 - 11.09.2024 12:45,25.00,65.31
11.09.2024 12:45 - 11.09.2024 13:00,25.00,71.25
11.09.2024 13:00 - 11.09.2024 13:15,25.00,77.19
11.09.2024 13:15 - 11.09.2024 13:30,25.00,83.12
11.09.2024 13:30 - 11.09.2024 13:45,25.00,89.06
11.09.2024 13:45 - 11.09.2024 14:00,25.00,95.00
11.09.2024 14:00 - 11.09.2024 14:15,5.26,96.25
11.09.2024 14:15 - 11.09.2024 14:30,5.26,97.50
11.09.2024 14:30 - 11.09.2024 14:45,5.26,98.75
11.09.2024 14:45 - 11.09.2024 15:00,5.26,100.00
11.09.2024 15:00 - 11.09.2024 15:15,0.00,100.00
11.09.2024 15:15 - 11.09.2024 15:30,0.00,100.00
11.09.2024 15:30 - 11.09.2024 15:45,0.00,100.00
11.09.2024 15:45 - 11.09.2024 16:00,0.00,100.00
11.09.2024 16:00 - 11.09.2024 16:15,0.00,100.00
11.09.2024 16:15 - 11.09.2024 16:30,0.00,100.00
11.09.2024 16:30 - 11.09.2024 16:45,0.00,100.00
11.09.2024 16:45 - 11.09.2024 17:00,0.00,100.00
11.09.2024 17:00 - 11.09.2024 17:15,-23.75,93.75
11.09.2024 17:15 - 11.09.2024 17:30,-23.75,87.50
