DateRange,INVertor Power (MW),SoC
02.09.2024 17:15 - 02.09.2024 17:30,-23.75,62.50
02.09.2024 17:30 - 02.09.2024 17:45,-23.75,56.25
02.09.2024 17:45 - 02.09.2024 18:00,-23.75,50.00
02.09.2024 18:00 - 02.09.2024 18:15,-23.75,43.75
02.09.2024 18:15 - 02.09.2024 18:30,-23.75,37.50
02.09.2024 18:30 - 02.09.2024 18:45,-23.75,31.25
02.09.2024 18:45 - 02.09.2024 19:00,-23.75,25.00
02.09.2024 19:00 - 02.09.2024 19:15,-23.75,18.75
02.09.2024 19:15 - 02.09.2024 19:30,-23.75,12.50
02.09.2024 19:30 - 02.09.2024 19:45,-23.75,6.25
02.09.2024 19:45 - 02.09.2024 20:00,-23.75,0.00
02.09.2024 20:00 - 02.09.2024 20:15,0.00,0.00
02.09.2024 20:15 - 02.09.2024 20:30,0.00,0.00
02.09.2024 20:30 - 02.09.2024 20:45,0.00,0.00
02.09.2024 20:45 - 02.09.2024 21:00,0.00,0.00
02.09.2024 21:00 - 02.09.2024 21:15,0.00,0.00
02.09.2024 21:15 - 02.09.2024 21:30,0.00,0.00
02.09.2024 21:30 - 02.09.2024 21:45,0.00,0.00
02.09.2024 21:45 - 02.09.2024 22:00,0.00,0.00
02.09.2024 22:00 - 02.09.2024 22:15,0.00,0.00
02.09.2024 22:15 - 02.09.2024 22:30,0.00,0.00
02.09.2024 22:30 - 02.09.2024 22:45,0.00,0.00
02.09.2024 22:45 - 02.09.2024 23:00,0.00,0.00
02.09.2024 23:00 - 02.09.2024 23:15,0.00,0.00
02.09.2024 23:15 - 02.09.2024 23:30,0.00,0.00
02.09.2024 23:30 - 02.09.2024 23:45,0.00,0.00
02.09.2024 23:45 - 03.09.2024 00:00,0.00,0.00
03.09.2024 00:00 - 03.09.2024 00:15,25.00,5.94
03.09.2024 00:15 - 03.09.2024 00:30,25.00,11.87
03.09.2024 00:30 - 03.09.2024 00:45,25.00,17.81
03.09.2024 00:45 - 03.09.2024 01:00,25.00,23.75
03.09.2024 01:00 - 03.09.2024 01:15,25.00,29.69
03.09.2024 01:15 - 03.09.2024 01:30,25.00,35.62
03.09.2024 01:30 - 03.09.2024 01:45,25.00,41.56
03.09.2024 01:45 - 03.09.2024 02:00,25.00,47.50
03.09.2024 02:00 - 03.09.2024 02:15,25.00,53.44
03.09.2024 02:15 - 03.09.2024 02:30,25.00,59.37
03.09.2024 02:30 - 03.09.2024 02:45,25.00,65.31
03.09.2024 02:45 - 03.09.2024 03:00,25.00,71.25
03.09.2024 03:00 - 03.09.2024 03:15,25.00,77.19
03.09.2024 03:15 - 03.09.2024 03:30,25.00,83.12
03.09.2024 03:30 - 03.09.2024 03:45,25.00,89.06
03.09.2024 03:45 - 03.09.2024 04:00,25.00,95.00
03.09.2024 04:00 - 03.09.2024 04:15,0.00,95.00
03.09.2024 04:15 - 03.09.2024 04:30,0.00,95.00
03.09.2024 04:30 - 03.09.2024 04:45,0.00,95.00
03.09.2024 04:45 - 03.09.2024 05:00,0.00,95.00
03.09.2024 05:00 - 03.09.2024 05:15,-23.75,88.75
03.09.2024 05:15 - 03.09.2024 05:30,-23.75,82.50
03.09.2024 05:30 - 03.09.2024 05:45,-23.75,76.25
03.09.2024 05:45 - 03.09.2024 06:00,-23.75,70.00
03.09.2024 06:00 - 03.09.2024 06:15,-23.75,63.75
03.09.2024 06:15 - 03.09.2024 06:30,-23.75,57.50
03.09.2024 06:30 - 03.09.2024 06:45,-23.75,51.25
03.09.2024 06:45 - 03.09.2024 07:00,-23.75,45.00
03.09.2024 07:00 - 03.09.2024 07:15,-23.75,38.75
03.09.2024 07:15 - 03.09.2024 07:30,-23.75,32.50
03.09.2024 07:30 - 03.09.2024 07:45,-23.75,26.25
03.09.2024 07:45 - 03.09.2024 08:00,-23.75,20.00
03.09.2024 08:00 - 03.09.2024 08:15,-19.00,15.00
03.09.2024 08:15 - 03.09.2024 08:30,-19.00,10.00
03.09.2024 08:30 - 03.09.2024 08:45,-19.00,5.00
03.09.2024 08:45 - 03.09.2024 09:00,-19.00,0.00
03.09.2024 09:00 - 03.09.2024 09:15,0.00,0.00
03.09.2024 09:15 - 03.09.2024 09:30,0.00,0.00
03.09.2024 09:30 - 03.09.2024 09:45,0.00,0.00
03.09.2024 09:45 - 03.09.2024 10:00,0.00,0.00
03.09.2024 10:00 - 03.09.2024 10:15,5.26,1.25
03.09.2024 10:15 - 03.09.2024 10:30,5.26,2.50
03.09.2024 10:30 - 03.09.2024 10:45,5.26,3.75
03.09.2024 10:45 - 03.09.2024 11:00,5.26,5.00
03.09.2024 11:00 - 03.09.2024 11:15,25.00,10.94
03.09.2024 11:15 - 03.09.2024 11:30,25.00,16.87
03.09.2024 11:30 - 03.09.2024 11:45,25.00,22.81
03.09.2024 11:45 - 03.09.2024 12:00,25.00,28.75
03.09.2024 12:00 - 03.09.2024 12:15,25.00,34.69
03.09.2024 12:15 - 03.09.2024 12:30,25.00,40.62
03.09.2024 12:30 - 03.09.2024 12:45,25.00,46.56
03.09.2024 12:45 - 03.09.2024 13:00,25.00,52.50
03.09.2024 13:00 - 03.09.2024 13:15,25.00,58.44
03.09.2024 13:15 - 03.09.2024 13:30,25.00,64.37
03.09.2024 13:30 - 03.09.2024 13:45,25.00,70.31
03.09.2024 13:45 - 03.09.2024 14:00,25.00,76.25
03.09.2024 14:00 - 03.09.2024 14:15,25.00,82.19
03.09.2024 14:15 - 03.09.2024 14:30,25.00,88.12
03.09.2024 14:30 - 03.09.2024 14:45,25.00,94.06
03.09.2024 14:45 - 03.09.2024 15:00,25.00,100.00
03.09.2024 15:00 - 03.09.2024 15:15,0.00,100.00
03.09.2024 15:15 - 03.09.2024 15:30,0.00,100.00
03.09.2024 15:30 - 03.09.2024 15:45,0.00,100.00
03.09.2024 15:45 - 03.09.2024 16:00,0.00,100.00
03.09.2024 16:00 - 03.09.2024 16:15,-23.75,93.75
03.09.2024 16:15 - 03.09.2024 16:30,-23.75,87.50
03.09.2024 16:30 - 03.09.2024 16:45,-23.75,81.25
03.09.2024 16:45 - 03.09.2024 17:00,-23.75,75.00
03.09.2024 17:00 - 03.09.2024 17:15,-23.75,68.75
03.09.2024 17:15 - 03.09.2024 17:30,-23.75,62.50
03.09.2024 17:30 - 03.09.2024 17:45,-23.75,56.25
03.09.2024 17:45 - 03.09.2024 18:00,-23.75,50.00
03.09.2024 18:00 - 03.09.2024 18:15,-23.75,43.75
03.09.2024 18:15 - 03.09.2024 18:30,-23.75,37.50
03.09.2024 18:30 - 03.09.2024 18:45,-23.75,31.25
03.09.2024 18:45 - 03.09.2024 19:00,-23.75,25.00
03.09.2024 19:00 - 03.09.2024 19:15,-23.75,18.75
03.09.2024 19:15 - 03.09.2024 19:30,-23.75,12.50
03.09.2024 19:30 - 03.09.2024 19:45,-23.75,6.25
03.09.2024 19:45 - 03.09.2024 20:00,-23.75,0.00
03.09.2024 20:00 - 03.09.2024 20:15,0.00,0.00
03.09.2024 20:15 - 03.09.2024 20:30,0.00,0.00
03.09.2024 20:30 - 03.09.2024 20:45,0.00,0.00
03.09.2024 20:45 - 03.09.2024 21:00,0.00,0.00
03.09.2024 21:00 - 03.09.2024 21:15,0.00,0.00
03.09.2024 21:15 - 03.09.2024 21:30,0.00,0.00
03.09.2024 21:30 - 03.09.2024 21:45,0.00,0.00
03.09.2024 21:45 - 03.09.2024 22:00,0.00,0.00
03.09.2024 22:00 - 03.09.2024 22:15,0.00,0.00
03.09.2024 22:15 - 03.09.2024 22:30,0.00,0.00
03.09.2024 22:30 - 03.09.2024 22:45,0.00,0.00
03.09.2024 22:45 - 03.09.2024 23:00,0.00,0.00
03.09.2024 23:00 - 03.09.2024 23:15,5.26,1.25
03.09.2024 23:15 - 03.09.2024 23:30,5.26,2.50
03.09.2024 23:30 - 03.09.2024 23:45,5.26,3.75
03.09.2024 23:45 - 04.09.2024 00:00,5.26,5.00
04.09.2024 00:00 - 04.09.2024 00:15,25.00,10.94
04.09.2024 00:15 - 04.09.2024 00:30,25.00,16.87
04.09.2024 00:30 - 04.09.2024 00:45,25.00,22.81
04.09.2024 00:45 - 04.09.2024 01:00,25.00,28.75
04.09.2024 01:00 - 04.09.2024 01:15,25.00,34.69
04.09.2024 01:15 - 04.09.2024 01:30,25.00,40.62
04.09.2024 01:30 - 04.09.2024 01:45,25.00,46.56
04.09.2024 01:45 - 04.09.2024 02:00,25.00,52.50
04.09.2024 02:00 - 04.09.2024 02:15,25.00,58.44
04.09.2024 02:15 - 04.09.2024 02:30,25.00,64.37
04.09.2024 02:30 - 04.09.2024 02:45,25.00,70.31
04.09.2024 02:45 - 04.09.2024 03:00,25.00,76.25
04.09.2024 03:00 - 04.09.2024 03:15,25.00,82.19
04.09.2024 03:15 - 04.09.2024 03:30,25.00,88.12
04.09.2024 03:30 - 04.09.2024 03:45,25.00,94.06
04.09.2024 03:45 - 04.09.2024 04:00,25.00,100.00
04.09.2024 04:00 - 04.09.2024 04:15,0.00,100.00
04.09.2024 04:15 - 04.09.2024 04:30,0.00,100.00
04.09.2024 04:30 - 04.09.2024 04:45,0.00,100.00
04.09.2024 04:45 - 04.09.2024 05:00,0.00,100.00
04.09.2024 05:00 - 04.09.2024 05:15,-23.75,93.75
04.09.2024 05:15 - 04.09.2024 05:30,-23.75,87.50
04.09.2024 05:30 - 04.09.2024 05:45,-23.75,81.25
04.09.2024 05:45 - 04.09.2024 06:00,-23.75,75.00
04.09.2024 06:00 - 04.09.2024 06:15,-23.75,68.75
04.09.2024 06:15 - 04.09.2024 06:30,-23.75,62.50
04.09.2024 06:30 - 04.09.2024 06:45,-23.75,56.25
04.09.2024 06:45 - 04.09.2024 07:00,-23.75,50.00
04.09.2024 07:00 - 04.09.2024 07:15,-23.75,43.75
04.09.2024 07:15 - 04.09.2024 07:30,-23.75,37.50
04.09.2024 07:30 - 04.09.2024 07:45,-23.75,31.25
04.09.2024 07:45 - 04.09.2024 08:00,-23.75,25.00
04.09.2024 08:00 - 04.09.2024 08:15,-23.75,18.75
04.09.2024 08:15 - 04.09.2024 08:30,-23.75,12.50
04.09.2024 08:30 - 04.09.2024 08:45,-23.75,6.25
04.09.2024 08:45 - 04.09.2024 09:00,-23.75,0.00
04.09.2024 09:00 - 04.09.2024 09:15,0.00,0.00
04.09.2024 09:15 - 04.09.2024 09:30,0.00,0.00
04.09.2024 09:30 - 04.09.2024 09:45,0.00,0.00
04.09.2024 09:45 - 04.09.2024 10:00,0.00,0.00
04.09.2024 10:00 - 04.09.2024 10:15,5.26,1.25
04.09.2024 10:15 - 04.09.2024 10:30,5.26,2.50
04.09.2024 10:30 - 04.09.2024 10:45,5.26,3.75
04.09.2024 10:45 - 04.09.2024 11:00,5.26,5.00
04.09.2024 11:00 - 04.09.2024 11:15,25.00,10.94
04.09.2024 11:15 - 04.09.2024 11:30,25.00,16.87
04.09.2024 11:30 - 04.09.2024 11:45,25.00,22.81
04.09.2024 11:45 - 04.09.2024 12:00,25.00,28.75
04.09.2024 12:00 - 04.09.2024 12:15,25.00,34.69
04.09.2024 12:15 - 04.09.2024 12:30,25.00,40.62
04.09.2024 12:30 - 04.09.2024 12:45,25.00,46.56
04.09.2024 12:45 - 04.09.2024 13:00,25.00,52.50
04.09.2024 13:00 - 04.09.2024 13:15,25.00,58.44
04.09.2024 13:15 - 04.09.2024 13:30,25.00,64.37
04.09.2024 13:30 - 04.09.2024 13:45,25.00,70.31
04.09.2024 13:45 - 04.09.2024 14:00,25.00,76.25
04.09.2024 14:00 - 04.09.2024 14:15,25.00,82.19
04.09.2024 14:15 - 04.09.2024 14:30,25.00,88.12
04.09.2024 14:30 - 04.09.2024 14:45,25.00,94.06
04.09.2024 14:45 - 04.09.2024 15:00,25.00,100.00
04.09.2024 15:00 - 04.09.2024 15:15,0.00,100.00
04.09.2024 15:15 - 04.09.2024 15:30,0.00,100.00
04.09.2024 15:30 - 04.09.2024 15:45,0.00,100.00
04.09.2024 15:45 - 04.09.2024 16:00,0.00,100.00
04.09.2024 16:00 - 04.09.2024 16:15,-23.75,93.75
04.09.2024 16:15 - 04.09.2024 16:30,-23.75,87.50
04.09.2024 16:30 - 04.09.2024 16:45,-23.75,81.25
04.09.2024 16:45 - 04.09.2024 17:00,-23.75,75.00
04.09.2024 17:00 - 04.09.2024 17:15,-23.75,68.75
04.09.2024 17:15 - 04.09.2024 17:30,-23.75,62.50
04.09.2024 17:30 - 04.09.2024 17:45,-23.75,56.25
04.09.2024 17:45 - 04.09.2024 18:00,-23.75,50.00
04.09.2024 18:00 - 04.09.2024 18:15,-23.75,43.75
04.09.2024 18:15 - 04.09.2024 18:30,-23.75,37.50
04.09.2024 18:30 - 04.09.2024 18:45,-23.75,31.25
04.09.2024 18:45 - 04.09.2024 19:00,-23.75,25.00
04.09.2024 19:00 - 04.09.2024 19:15,-23.75,18.75
04.09.2024 19:15 - 04.09.2024 19:30,-23.75,12.50
04.09.2024 19:30 - 04.09.2024 19:45,-23.75,6.25
04.09.2024 19:45 - 04.09.2024 20:00,-23.75,0.00
04.09.2024 20:00 - 04.09.2024 20:15,0.00,0.00
04.09.2024 20:15 - 04.09.2024 20:30,0.00,0.00
04.09.2024 20:30 - 04.09.2024 20:45,0.00,0.00
04.09.2024 20:45 - 04.09.2024 21:00,0.00,0.00
04.09.2024 21:00 - 04.09.2024 21:15,3.95,0.94
04.09.2024 21:15 - 04.09.2024 21:30,3.95,1.87
04.09.2024 21:30 - 04.09.2024 21:45,3.95,2.81
04.09.2024 21:45 - 04.09.2024 22:00,3.95,3.75
04.09.2024 22:00 - 04.09.2024 22:15,25.00,9.69
04.09.2024 22:15 - 04.09.2024 22:30,25.00,15.62
04.09.2024 22:30 - 04.09.2024 22:45,25.00,21.56
04.09.2024 22:45 - 04.09.2024 23:00,25.00,27.50
04.09.2024 23:00 - 04.09.2024 23:15,0.00,27.50
04.09.2024 23:15 - 04.09.2024 23:30,0.00,27.50
04.09.2024 23:30 - 04.09.2024 23:45,0.00,27.50
04.09.2024 23:45 - 05.09.2024 00:00,0.00,27.50
05.09.2024 00:00 - 05.09.2024 00:15,0.00,27.50
05.09.2024 00:15 - 05.09.2024 00:30,0.00,27.50
05.09.2024 00:30 - 05.09.2024 00:45,0.00,27.50
05.09.2024 00:45 - 05.09.2024 01:00,0.00,27.50
05.09.2024 01:00 - 05.09.2024 01:15,0.00,27.50
05.09.2024 01:15 - 05.09.2024 01:30,0.00,27.50
05.09.2024 01:30 - 05.09.2024 01:45,0.00,27.50
05.09.2024 01:45 - 05.09.2024 02:00,0.00,27.50
05.09.2024 02:00 - 05.09.2024 02:15,25.00,33.44
05.09.2024 02:15 - 05.09.2024 02:30,25.00,39.37
05.09.2024 02:30 - 05.09.2024 02:45,25.00,45.31
05.09.2024 02:45 - 05.09.2024 03:00,25.00,51.25
05.09.2024 03:00 - 05.09.2024 03:15,25.00,57.19
05.09.2024 03:15 - 05.09.2024 03:30,25.00,63.12
05.09.2024 03:30 - 05.09.2024 03:45,25.00,69.06
05.09.2024 03:45 - 05.09.2024 04:00,25.00,75.00
05.09.2024 04:00 - 05.09.2024 04:15,0.00,75.00
05.09.2024 04:15 - 05.09.2024 04:30,0.00,75.00
05.09.2024 04:30 - 05.09.2024 04:45,0.00,75.00
05.09.2024 04:45 - 05.09.2024 05:00,0.00,75.00
05.09.2024 05:00 - 05.09.2024 05:15,-23.75,68.75
05.09.2024 05:15 - 05.09.2024 05:30,-23.75,62.50
05.09.2024 05:30 - 05.09.2024 05:45,-23.75,56.25
05.09.2024 05:45 - 05.09.2024 06:00,-23.75,50.00
05.09.2024 06:00 - 05.09.2024 06:15,-23.75,43.75
05.09.2024 06:15 - 05.09.2024 06:30,-23.75,37.50
05.09.2024 06:30 - 05.09.2024 06:45,-23.75,31.25
05.09.2024 06:45 - 05.09.2024 07:00,-23.75,25.00
05.09.2024 07:00 - 05.09.2024 07:15,-23.75,18.75
05.09.2024 07:15 - 05.09.2024 07:30,-23.75,12.50
05.09.2024 07:30 - 05.09.2024 07:45,-23.75,6.25
05.09.2024 07:45 - 05.09.2024 08:00,-23.75,0.00
05.09.2024 08:00 - 05.09.2024 08:15,0.00,0.00
05.09.2024 08:15 - 05.09.2024 08:30,0.00,0.00
05.09.2024 08:30 - 05.09.2024 08:45,0.00,0.00
05.09.2024 08:45 - 05.09.2024 09:00,0.00,0.00
05.09.2024 09:00 - 05.09.2024 09:15,0.00,0.00
05.09.2024 09:15 - 05.09.2024 09:30,0.00,0.00
05.09.2024 09:30 - 05.09.2024 09:45,0.00,0.00
05.09.2024 09:45 - 05.09.2024 10:00,0.00,0.00
05.09.2024 10:00 - 05.09.2024 10:15,5.26,1.25
05.09.2024 10:15 - 05.09.2024 10:30,5.26,2.50
05.09.2024 10:30 - 05.09.2024 10:45,5.26,3.75
05.09.2024 10:45 - 05.09.2024 11:00,5.26,5.00
05.09.2024 11:00 - 05.09.2024 11:15,25.00,10.94
05.09.2024 11:15 - 05.09.2024 11:30,25.00,16.87
05.09.2024 11:30 - 05.09.2024 11:45,25.00,22.81
05.09.2024 11:45 - 05.09.2024 12:00,25.00,28.75
05.09.2024 12:00 - 05.09.2024 12:15,25.00,34.69
05.09.2024 12:15 - 05.09.2024 12:30,25.00,40.62
05.09.2024 12:30 - 05.09.2024 12:45,25.00,46.56
05.09.2024 12:45 - 05.09.2024 13:00,25.00,52.50
05.09.2024 13:00 - 05.09.2024 13:15,25.00,58.44
05.09.2024 13:15 - 05.09.2024 13:30,25.00,64.37
05.09.2024 13:30 - 05.09.2024 13:45,25.00,70.31
05.09.2024 13:45 - 05.09.2024 14:00,25.00,76.25
05.09.2024 14:00 - 05.09.2024 14:15,25.00,82.19
05.09.2024 14:15 - 05.09.2024 14:30,25.00,88.12
05.09.2024 14:30 - 05.09.2024 14:45,25.00,94.06
05.09.2024 14:45 - 05.09.2024 15:00,25.00,100.00
05.09.2024 15:00 - 05.09.2024 15:15,0.00,100.00
05.09.2024 15:15 - 05.09.2024 15:30,0.00,100.00
05.09.2024 15:30 - 05.09.2024 15:45,0.00,100.00
05.09.2024 15:45 - 05.09.2024 16:00,0.00,100.00
05.09.2024 16:00 - 05.09.2024 16:15,-23.75,93.75
05.09.2024 16:15 - 05.09.2024 16:30,-23.75,87.50
05.09.2024 16:30 - 05.09.2024 16:45,-23.75,81.25
05.09.2024 16:45 - 05.09.2024 17:00,-23.75,75.00
05.09.2024 17:00 - 05.09.2024 17:15,-23.75,68.75
05.09.2024 17:15 - 05.09.2024 17:30,-23.75,62.50
05.09.2024 17:30 - 05.09.2024 17:45,-23.75,56.25
05.09.2024 17:45 - 05.09.2024 18:00,-23.75,50.00
05.09.2024 18:00 - 05.09.2024 18:15,-23.75,43.75
05.09.2024 18:15 - 05.09.2024 18:30,-23.75,37.50
05.09.2024 18:30 - 05.09.2024 18:45,-23.75,31.25
05.09.2024 18:45 - 05.09.2024 19:00,-23.75,25.00
05.09.2024 19:00 - 05.09.2024 19:15,-23.75,18.75
05.09.2024 19:15 - 05.09.2024 19:30,-23.75,12.50
05.09.2024 19:30 - 05.09.2024 19:45,-23.75,6.25
05.09.2024 19:45 - 05.09.2024 20:00,-23.75,0.00
05.09.2024 20:00 - 05.09.2024 20:15,0.00,0.00
05.09.2024 20:15 - 05.09.2024 20:30,0.00,0.00
05.09.2024 20:30 - 05.09.2024 20:45,0.00,0.00
05.09.2024 20:45 - 05.09.2024 21:00,0.00,0.00
05.09.2024 21:00 - 05.09.2024 21:15,0.00,0.00
05.09.2024 21:15 - 05.09.2024 21:30,0.00,0.00
05.09.2024 21:30 - 05.09.2024 21:45,0.00,0.00
05.09.2024 21:45 - 05.09.2024 22:00,0.00,0.00
05.09.2024 22:00 - 05.09.2024 22:15,5.26,1.25
05.09.2024 22:15 - 05.09.2024 22:30,5.26,2.50
05.09.2024 22:30 - 05.09.2024 22:45,5.26,3.75
05.09.2024 22:45 - 05.09.2024 23:00,5.26,5.00
05.09.2024 23:00 - 05.09.2024 23:15,25.00,10.94
05.09.2024 23:15 - 05.09.2024 23:30,25.00,16.87
05.09.2024 23:30 - 05.09.2024 23:45,25.00,22.81
05.09.2024 23:45 - 06.09.2024 00:00,25.00,28.75
06.09.2024 00:00 - 06.09.2024 00:15,25.00,34.69
06.09.2024 00:15 - 06.09.2024 00:30,25.00,40.62
06.09.2024 00:30 - 06.09.2024 00:45,25.00,46.56
06.09.2024 00:45 - 06.09.2024 01:00,25.00,52.50
06.09.2024 01:00 - 06.09.2024 01:15,25.00,58.44
06.09.2024 01:15 - 06.09.2024 01:30,25.00,64.37
06.09.2024 01:30 - 06.09.2024 01:45,25.00,70.31
06.09.2024 01:45 - 06.09.2024 02:00,25.00,76.25
06.09.2024 02:00 - 06.09.2024 02:15,25.00,82.19
06.09.2024 02:15 - 06.09.2024 02:30,25.00,88.12
06.09.2024 02:30 - 06.09.2024 02:45,25.00,94.06
06.09.2024 02:45 - 06.09.2024 03:00,25.00,100.00
06.09.2024 03:00 - 06.09.2024 03:15,0.00,100.00
06.09.2024 03:15 - 06.09.2024 03:30,0.00,100.00
06.09.2024 03:30 - 06.09.2024 03:45,0.00,100.00
06.09.2024 03:45 - 06.09.2024 04:00,0.00,100.00
06.09.2024 04:00 - 06.09.2024 04:15,0.00,100.00
06.09.2024 04:15 - 06.09.2024 04:30,0.00,100.00
06.09.2024 04:30 - 06.09.2024 04:45,0.00,100.00
06.09.2024 04:45 - 06.09.2024 05:00,0.00,100.00
06.09.2024 05:00 - 06.09.2024 05:15,-23.75,93.75
06.09.2024 05:15 - 06.09.2024 05:30,-23.75,87.50
06.09.2024 05:30 - 06.09.2024 05:45,-23.75,81.25
06.09.2024 05:45 - 06.09.2024 06:00,-23.75,75.00
06.09.2024 06:00 - 06.09.2024 06:15,-23.75,68.75
06.09.2024 06:15 - 06.09.2024 06:30,-23.75,62.50
06.09.2024 06:30 - 06.09.2024 06:45,-23.75,56.25
06.09.2024 06:45 - 06.09.2024 07:00,-23.75,50.00
06.09.2024 07:00 - 06.09.2024 07:15,-23.75,43.75
06.09.2024 07:15 - 06.09.2024 07:30,-23.75,37.50
06.09.2024 07:30 - 06.09.2024 07:45,-23.75,31.25
06.09.2024 07:45 - 06.09.2024 08:00,-23.75,25.00
06.09.2024 08:00 - 06.09.2024 08:15,-23.75,18.75
06.09.2024 08:15 - 06.09.2024 08:30,-23.75,12.50
06.09.2024 08:30 - 06.09.2024 08:45,-23.75,6.25
06.09.2024 08:45 - 06.09.2024 09:00,-23.75,0.00
06.09.2024 09:00 - 06.09.2024 09:15,0.00,0.00
06.09.2024 09:15 - 06.09.2024 09:30,0.00,0.00
06.09.2024 09:30 - 06.09.2024 09:45,0.00,0.00
06.09.2024 09:45 - 06.09.2024 10:00,0.00,0.00
06.09.2024 10:00 - 06.09.2024 10:15,5.26,1.25
06.09.2024 10:15 - 06.09.2024 10:30,5.26,2.50
06.09.2024 10:30 - 06.09.2024 10:45,5.26,3.75
06.09.2024 10:45 - 06.09.2024 11:00,5.26,5.00
06.09.2024 11:00 - 06.09.2024 11:15,25.00,10.94
06.09.2024 11:15 - 06.09.2024 11:30,25.00,16.87
06.09.2024 11:30 - 06.09.2024 11:45,25.00,22.81
06.09.2024 11:45 - 06.09.2024 12:00,25.00,28.75
06.09.2024 12:00 - 06.09.2024 12:15,25.00,34.69
06.09.2024 12:15 - 06.09.2024 12:30,25.00,40.62
06.09.2024 12:30 - 06.09.2024 12:45,25.00,46.56
06.09.2024 12:45 - 06.09.2024 13:00,25.00,52.50
06.09.2024 13:00 - 06.09.2024 13:15,25.00,58.44
06.09.2024 13:15 - 06.09.2024 13:30,25.00,64.37
06.09.2024 13:30 - 06.09.2024 13:45,25.00,70.31
06.09.2024 13:45 - 06.09.2024 14:00,25.00,76.25
06.09.2024 14:00 - 06.09.2024 14:15,25.00,82.19
06.09.2024 14:15 - 06.09.2024 14:30,25.00,88.12
06.09.2024 14:30 - 06.09.2024 14:45,25.00,94.06
06.09.2024 14:45 - 06.09.2024 15:00,25.00,100.00
06.09.2024 15:00 - 06.09.2024 15:15,0.00,100.00
06.09.2024 15:15 - 06.09.2024 15:30,0.00,100.00
06.09.2024 15:30 - 06.09.2024 15:45,0.00,100.00
06.09.2024 15:45 - 06.09.2024 16:00,0.00,100.00
06.09.2024 16:00 - 06.09.2024 16:15,-23.75,93.75
06.09.2024 16:15 - 06.09.2024 16:30,-23.75,87.50
06.09.2024 16:30 - 06.09.2024 16:45,-23.75,81.25
06.09.2024 16:45 - 06.09.2024 17:00,-23.75,75.00
06.09.2024 17:00 - 06.09.2024 17:15,-23.75,68.75
06.09.2024 17:15 - 06.09.2024 17:30,-23.75,62.50
06.09.2024 17:30 - 06.09.2024 17:45,-23.75,56.25
06.09.2024 17:45 - 06.09.2024 18:00,-23.75,50.00
06.09.2024 18:00 - 06.09.2024 18:15,-23.75,43.75
06.09.2024 18:15 - 06.09.2024 18:30,-23.75,37.50
06.09.2024 18:30 - 06.09.2024 18:45,-23.75,31.25
06.09.2024 18:45 - 06.09.2024 19:00,-23.75,25.00
06.09.2024 19:00 - 06.09.2024 19:15,-23.75,18.75
06.09.2024 19:15 - 06.09.2024 19:30,-23.75,12.50
06.09.2024 19:30 - 06.09.2024 19:45,-23.75,6.25
06.09.2024 19:45 - 06.09.2024 20:00,-23.75,0.00
06.09.2024 20:00 - 06.09.2024 20:15,0.00,0.00
06.09.2024 20:15 - 06.09.2024 20:30,0.00,0.00
06.09.2024 20:30 - 06.09.2024 20:45,0.00,0.00
06.09.2024 20:45 - 06.09.2024 21:00,0.00,0.00
06.09.2024 21:00 - 06.09.2024 21:15,0.00,0.00
06.09.2024 21:15 - 06.09.2024 21:30,0.00,0.00
06.09.2024 21:30 - 06.09.2024 21:45,0.00,0.00
06.09.2024 21:45 - 06.09.2024 22:00,0.00,0.00
06.09.2024 22:00 - 06.09.2024 22:15,0.00,0.00
06.09.2024 22:15 - 06.09.2024 22:30,0.00,0.00
06.09.2024 22:30 - 06.09.2024 22:45,0.00,0.00
06.09.2024 22:45 - 06.09.2024 23:00,0.00,0.00
06.09.2024 23:00 - 06.09.2024 23:15,0.00,0.00
06.09.2024 23:15 - 06.09.2024 23:30,0.00,0.00
06.09.2024 23:30 - 06.09.2024 23:45,0.00,0.00
06.09.2024 23:45 - 07.09.2024 00:00,0.00,0.00
07.09.2024 00:00 - 07.09.2024 00:15,0.00,0.00
07.09.2024 00:15 - 07.09.2024 00:30,0.00,0.00
07.09.2024 00:30 - 07.09.2024 00:45,0.00,0.00
07.09.2024 00:45 - 07.09.2024 01:00,0.00,0.00
07.09.2024 01:00 - 07.09.2024 01:15,0.00,0.00
07.09.2024 01:15 - 07.09.2024 01:30,0.00,0.00
07.09.2024 01:30 - 07.09.2024 01:45,0.00,0.00
07.09.2024 01:45 - 07.09.2024 02:00,0.00,0.00
07.09.2024 02:00 - 07.09.2024 02:15,0.00,0.00
07.09.2024 02:15 - 07.09.2024 02:30,0.00,0.00
07.09.2024 02:30 - 07.09.2024 02:45,0.00,0.00
07.09.2024 02:45 - 07.09.2024 03:00,0.00,0.00
07.09.2024 03:00 - 07.09.2024 03:15,0.00,0.00
07.09.2024 03:15 - 07.09.2024 03:30,0.00,0.00
07.09.2024 03:30 - 07.09.2024 03:45,0.00,0.00
07.09.2024 03:45 - 07.09.2024 04:00,0.00,0.00
07.09.2024 04:00 - 07.09.2024 04:15,0.00,0.00
07.09.2024 04:15 - 07.09.2024 04:30,0.00,0.00
07.09.2024 04:30 - 07.09.2024 04:45,0.00,0.00
07.09.2024 04:45 - 07.09.2024 05:00,0.00,0.00
07.09.2024 05:00 - 07.09.2024 05:15,0.00,0.00
